gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000028370	9.524202	-0.01211398	0.14219443	0.6307424	0.9068649
ENSMUSG00000028373	149.244	-0.01612831	0.12315104	0.7500399	0.9385737
ENSMUSG00000028378	2.920885	0.03626197	0.23058941	0.1001776	0.5636175
ENSMUSG00000028381	432.3993	-0.1061233	0.11522371	0.09557494	0.5559582
ENSMUSG00000028382	348.6983	-0.08842815	0.12932386	0.11033	0.5789754
ENSMUSG00000028383	181.6709	-0.0373217	0.11302066	0.5329367	0.8691607
ENSMUSG00000028385	597.0638	0.0922046	0.10498044	0.1575347	0.621701
ENSMUSG00000028389	159.0491	0.02847702	0.11875916	0.6074956	0.8983483
ENSMUSG00000028391	48.49875	0.04037518	0.13477339	0.3223932	0.7672556
ENSMUSG00000028392	6.195393	0.03046417	0.15090593	0.2472851	0.7084443
ENSMUSG00000028393	106.7494	0.1162795	0.11565611	0.07115889	0.5081748
ENSMUSG00000028394	128.8376	0.02403267	0.11993487	0.657439	0.9147417
ENSMUSG00000028397	405.2867	-0.0934384	0.11471442	0.1365553	0.6006336
ENSMUSG00000028398	79.93203	0.04638468	0.12097243	0.3984926	0.8113465
ENSMUSG00000028399	2684.819	-0.1374345	0.13544259	0.02694154	0.3704631
ENSMUSG00000028402	354.0635	-0.07864721	0.1303505	0.1374195	0.6021599
ENSMUSG00000028403	575.5686	-0.1036979	0.10900953	0.1110995	0.5806781
ENSMUSG00000028405	242.5211	0.01328333	0.11556115	0.8170458	0.9573368
ENSMUSG00000028407	18.48394	-0.04066932	0.13879336	0.2736585	0.7338814
ENSMUSG00000028409	470.4767	-0.02889719	0.10405082	0.6485709	0.9132943
ENSMUSG00000028410	1246.03	-0.0002119351	0.11287454	0.9971403	0.9992667
ENSMUSG00000028411	163.3928	-0.0450631	0.13303747	0.3016171	0.756645
ENSMUSG00000028412	750.5007	0.113632	0.08986191	0.08259792	0.5309189
ENSMUSG00000028413	30.17512	0.008605637	0.12998179	0.8362773	0.9631824
ENSMUSG00000028414	505.1321	-0.1223523	0.09009301	0.06236006	0.488891
ENSMUSG00000028416	386.6968	0.04414635	0.10826364	0.4791409	0.8480398
ENSMUSG00000028417	2.058663	0.0165943	0.17240822	0.3432129	0.7769303
ENSMUSG00000028419	466.7402	-0.07631489	0.11961962	0.1953189	0.6638122
ENSMUSG00000028420	42.05519	-0.04571362	0.13355791	0.2909135	0.748372
ENSMUSG00000028423	1059.425	-0.02915897	0.07702883	0.6344919	0.9079857
ENSMUSG00000028426	1031.984	0.1274534	0.11810428	0.04949159	0.454993
ENSMUSG00000028427	0.07614395	0	0.22572474	1	NA
ENSMUSG00000028430	726.9099	0.003599617	0.09924212	0.9552985	0.9896063
ENSMUSG00000028431	741.4177	-0.04231848	0.11453174	0.4747239	0.8472324
ENSMUSG00000028433	147.5737	-0.02220929	0.12918641	0.6129898	0.900657
ENSMUSG00000028434	309.1003	-0.02592721	0.12523447	0.5966651	0.8939381
ENSMUSG00000028435	0.7303521	0.001081855	0.18146607	0.9350393	NA
ENSMUSG00000028436	260.1604	0.09787584	0.09791069	0.137811	0.6026407
ENSMUSG00000028437	282.8149	0.140724	0.12673518	0.02911161	0.3784959
ENSMUSG00000028438	16.85256	0.004023194	0.14012665	0.877816	0.9722001
ENSMUSG00000028439	493.5446	-0.03662223	0.11397446	0.5366033	0.8704115
ENSMUSG00000028441	9.060851	-0.003690635	0.14078516	0.8839796	0.9751709
ENSMUSG00000028443	67.18427	-0.0244791	0.12285427	0.6340056	0.9079758
ENSMUSG00000028444	102.7153	-0.01049585	0.12420493	0.8311153	0.961997
ENSMUSG00000028445	167.3228	0.0324062	0.11157058	0.5920212	0.8927227
ENSMUSG00000028447	241.2335	-0.01130104	0.10472408	0.857613	0.9681268
ENSMUSG00000028451	0.6746806	-0.01468622	0.23042964	0.3245467	NA
ENSMUSG00000028452	2022.465	0.1273645	0.07315347	0.03366851	0.4008898
ENSMUSG00000028453	78.9632	0.01409235	0.12900902	0.7451579	0.9384239
ENSMUSG00000028454	154.9168	0.03412529	0.12952828	0.4497843	0.8348304
ENSMUSG00000028455	184.9401	0.01408237	0.12209478	0.785155	0.946814
ENSMUSG00000028456	250.5016	-0.1612555	0.15445226	0.01103688	0.2694774
ENSMUSG00000028457	7.954665	-0.02058702	0.19604637	0.2424166	0.7031145
ENSMUSG00000028458	316.7078	0.03345536	0.11643352	0.5606088	0.880283
ENSMUSG00000028459	3.794833	-0.05059229	0.30437538	0.05277438	0.4664677
ENSMUSG00000028460	0.02967808	-0.002376878	0.22735996	0.8408827	NA
ENSMUSG00000028461	104.9375	0.01665807	0.12547257	0.7286777	0.9349594
ENSMUSG00000028463	5.504704	-0.02240238	0.15303436	0.3226622	0.7675119
ENSMUSG00000028464	17.56348	0.02876221	0.14236071	0.3423949	0.7763316
ENSMUSG00000028465	448.347	0.02802248	0.11650908	0.6240821	0.9043188
ENSMUSG00000028466	220.2529	-0.08271908	0.13986078	0.09021064	0.5434732
ENSMUSG00000028467	490.0072	0.02548521	0.10390821	0.6876603	0.9231046
ENSMUSG00000028468	252.9374	0.04590431	0.12905224	0.3352245	0.7726804
ENSMUSG00000028469	199.3248	0.008733724	0.11940706	0.8718662	0.9711327
ENSMUSG00000028470	65.81266	0.1102717	0.130495	0.06078019	0.4837768
ENSMUSG00000028475	5.87594	-0.00477381	0.14394897	0.8282933	0.961297
ENSMUSG00000028476	83.00509	0.001724132	0.12138549	0.9736198	0.9927047
ENSMUSG00000028478	755.8122	0.06982546	0.09854569	0.2842814	0.7425481
ENSMUSG00000028479	292.4298	0.03672738	0.1059027	0.5599587	0.8799154
ENSMUSG00000028480	18.16196	0.009722344	0.13388712	0.7867339	0.9470553
ENSMUSG00000028483	225.5498	-0.08168437	0.11406289	0.1881891	0.6566958
ENSMUSG00000028484	1277.011	-0.06629725	0.11185963	0.2844606	0.7428417
ENSMUSG00000028487	12.81482	-0.0139123	0.14578757	0.5420447	0.8733257
ENSMUSG00000028488	334.0922	-0.1075781	0.15803472	0.03173369	0.3905288
ENSMUSG00000028492	0.3438934	-0.001783276	0.19905728	0.888387	NA
ENSMUSG00000028494	30.94979	0.007391841	0.13349759	0.8387907	0.9640649
ENSMUSG00000028495	1627.849	0.049566	0.09951076	0.4435029	0.831434
ENSMUSG00000028496	439.1083	0.06304469	0.11350933	0.3012968	0.7565801
ENSMUSG00000028497	30.63375	-1.142641	1.33889781	0.0001915938	0.03256923
ENSMUSG00000028514	1416.721	-0.0158553	0.09519731	0.8061527	0.9543355
ENSMUSG00000028517	1394.835	0.2226962	0.11919733	0.002111092	0.1315834
ENSMUSG00000028518	334.6654	-0.334174	0.17870571	0.0001193012	0.02496018
ENSMUSG00000028519	493.9194	-0.2295688	0.15515371	0.001961113	0.1280571
ENSMUSG00000028521	98.34002	-0.1163027	0.14604738	0.03517982	0.4034937
ENSMUSG00000028522	407.4129	-0.005650848	0.11307938	0.9237245	0.9820746
ENSMUSG00000028523	1.167387	0.01228494	0.18025443	0.4299891	NA
ENSMUSG00000028524	1327.299	-0.1643791	0.12191392	0.01547713	0.2998124
ENSMUSG00000028525	1363.238	-0.111287	0.11097873	0.08762823	0.5397433
ENSMUSG00000028527	133.6666	0.04336905	0.13259861	0.3206262	0.7667885
ENSMUSG00000028528	1967.606	-0.03225456	0.09321955	0.6182375	0.9030708
ENSMUSG00000028530	991.9877	-0.1561769	0.11290054	0.02162264	0.3421696
ENSMUSG00000028532	184.1356	-0.02443212	0.11523711	0.6733291	0.9192331
ENSMUSG00000028538	149.9401	0.1716522	0.13242174	0.0111574	0.2702616
ENSMUSG00000028539	3.899273	0.04045566	0.18040989	0.108979	0.5765075
ENSMUSG00000028540	65.22351	0.1070439	0.13618732	0.05651143	0.474985
ENSMUSG00000028541	323.8519	-0.02790856	0.1019175	0.6623588	0.9157395
ENSMUSG00000028542	208.3798	-0.002780117	0.12247217	0.9565248	0.9896063
ENSMUSG00000028544	0.05517465	0	0.22572474	1	NA
ENSMUSG00000028545	33.92649	-0.02394023	0.13091397	0.5679302	0.8829487
ENSMUSG00000028546	205.2554	0.001619805	0.13089909	0.9677497	0.9911796
ENSMUSG00000028549	39.97212	-0.01741785	0.13236825	0.6555858	0.9147417
ENSMUSG00000028550	240.0686	-0.06938891	0.12630822	0.1976566	0.6660502
ENSMUSG00000028551	6.614843	-0.001324823	0.1425027	0.9543249	0.9896063
ENSMUSG00000028552	1280.373	-0.08485658	0.07708599	0.1677261	0.6340919
ENSMUSG00000028553	0.8867105	-0.02518588	0.28044191	0.1583237	NA
ENSMUSG00000028555	15.08328	-0.0158313	0.13490946	0.6530769	0.9142716
ENSMUSG00000028556	541.2807	-0.2029971	0.12235476	0.004372326	0.1958699
ENSMUSG00000028557	1094.219	-0.06523573	0.08336972	0.3040804	0.757523
ENSMUSG00000028558	1.847605	0.007171282	0.15790883	0.6619658	0.9156275
ENSMUSG00000028559	410.2445	0.05659332	0.10033825	0.3819797	0.8021879
ENSMUSG00000028560	197.9164	-0.01223712	0.11530823	0.8317062	0.961997
ENSMUSG00000028563	89.92869	-0.004927937	0.12122159	0.924977	0.9825584
ENSMUSG00000028565	310.3484	-0.08285406	0.14730647	0.07037697	0.5058321
ENSMUSG00000028567	128.8593	0.0230055	0.1160815	0.6880539	0.9231046
ENSMUSG00000028568	452.0409	-0.07068793	0.11976612	0.2248755	0.6879969
ENSMUSG00000028571	0.1823425	-0.009672381	0.24973388	0.4457926	NA
ENSMUSG00000028572	752.2581	-0.1389424	0.11321221	0.03735192	0.4091733
ENSMUSG00000028573	78.48459	-0.05264141	0.12643905	0.3030776	0.7572401
ENSMUSG00000028575	5.319657	-0.007318206	0.14655119	0.7212045	0.9324333
ENSMUSG00000028576	119.9046	-0.007315302	0.11658108	0.8970633	0.9781464
ENSMUSG00000028577	389.6576	-0.1493224	0.11960576	0.02522953	0.3627186
ENSMUSG00000028578	64.35195	-0.06917141	0.12767837	0.1908948	0.6612893
ENSMUSG00000028580	832.677	0.07033796	0.09433179	0.2810751	0.7399283
ENSMUSG00000028581	153.6072	-0.008977328	0.1268752	0.844903	0.9660861
ENSMUSG00000028582	226.2969	0.1985414	0.16659693	0.004187852	0.1898393
ENSMUSG00000028583	52.77463	0.03622127	0.12177086	0.4971978	0.8547412
ENSMUSG00000028584	7.162321	-0.01594267	0.15664951	0.4111614	0.817924
ENSMUSG00000028587	0.9817635	0.004304818	0.17301309	0.7592738	NA
ENSMUSG00000028597	14.09458	-0.007684793	0.13762563	0.7983166	0.9510445
ENSMUSG00000028599	26.33193	-0.02798479	0.12940907	0.5282334	0.8678836
ENSMUSG00000028600	5.146749	-0.01536981	0.15832856	0.4149915	0.8195971
ENSMUSG00000028601	30.44281	-0.003526435	0.12724586	0.9378831	0.9853957
ENSMUSG00000028602	4.794933	-0.03051037	0.19677892	0.1457274	0.6120681
ENSMUSG00000028603	599.6419	0.0133366	0.11181511	0.8237264	0.9595547
ENSMUSG00000028607	31.03517	-0.06205352	0.14160105	0.1389524	0.6035701
ENSMUSG00000028608	208.2457	-0.0969828	0.11702129	0.1191428	0.5860547
ENSMUSG00000028609	70.47176	-0.03175089	0.12783213	0.4967379	0.8547412
ENSMUSG00000028610	2.08705	0.01565299	0.17426363	0.3583307	0.786518
ENSMUSG00000028612	0.4430791	-0.01238079	0.26321193	0.3479723	NA
ENSMUSG00000028613	304.4018	0.02296723	0.11944468	0.6738976	0.9192678
ENSMUSG00000028614	142.8283	-0.06921361	0.11690363	0.2464576	0.7084443
ENSMUSG00000028617	114.6303	-0.09803709	0.12121044	0.1061487	0.5739932
ENSMUSG00000028618	860.425	0.01850743	0.08832912	0.7732483	0.9448616
ENSMUSG00000028619	97.61357	0.03551313	0.12874213	0.4424837	0.8307871
ENSMUSG00000028621	33.69493	0.01686754	0.13542948	0.6265551	0.9055631
ENSMUSG00000028622	188.5624	0.007869166	0.09765539	0.9027789	0.9782304
ENSMUSG00000028626	33.55179	-0.001764349	0.13562794	0.9570042	0.9896063
ENSMUSG00000028629	52.98617	0.02774349	0.12766102	0.5500245	0.877165
ENSMUSG00000028630	69.34403	-0.01602188	0.12638667	0.7325197	0.9355124
ENSMUSG00000028631	15.00205	-0.07997143	0.22463936	0.02526209	0.3627186
ENSMUSG00000028633	263.7784	0.04555398	0.10230828	0.4776812	0.8477506
ENSMUSG00000028634	226.0322	-0.01883868	0.11657273	0.7401154	0.937404
ENSMUSG00000028635	0.1951456	-0.002369634	0.22735007	0.8413566	NA
ENSMUSG00000028636	26.44925	-0.009838244	0.13505497	0.7734553	0.9448616
ENSMUSG00000028637	116.1666	0.03594063	0.12735961	0.4520699	0.8359034
ENSMUSG00000028639	632.1732	0.02011018	0.11218654	0.736572	0.9364603
ENSMUSG00000028640	0.5729189	-0.009811059	0.23349287	0.4601885	NA
ENSMUSG00000028641	52.61988	0.02452371	0.13290936	0.5340611	0.8696876
ENSMUSG00000028642	3.37545	-0.003478896	0.15594343	0.8289098	0.961297
ENSMUSG00000028643	40.81772	0.0180579	0.12908482	0.6787462	0.9202452
ENSMUSG00000028644	5.92232	-0.007816016	0.14546677	0.7143269	0.9308041
ENSMUSG00000028645	340.2735	0.1193505	0.12295003	0.05696497	0.4761001
ENSMUSG00000028646	385.0181	0.02045163	0.09126398	0.7513699	0.9386681
ENSMUSG00000028647	39.22291	0.003394336	0.13271102	0.9275802	0.9833167
ENSMUSG00000028648	267.6158	0.04928972	0.11701191	0.3959263	0.8107613
ENSMUSG00000028649	9379.937	0.04100123	0.08948116	0.5250117	0.8666289
ENSMUSG00000028651	48.91874	0.2053334	0.17639767	0.003410666	0.1700651
ENSMUSG00000028653	103.1306	-0.01063949	0.11955683	0.843949	0.9655056
ENSMUSG00000028654	89.17492	0.005334593	0.12754399	0.9054083	0.9788146
ENSMUSG00000028655	69.00489	0.02983326	0.12649915	0.534063	0.8696876
ENSMUSG00000028656	1452.968	-0.02774897	0.08916694	0.6664614	0.9172806
ENSMUSG00000028657	521.231	0.03515926	0.09988729	0.5849985	0.8905954
ENSMUSG00000028661	141.8546	-0.000480692	0.1256834	0.9918809	0.9979582
ENSMUSG00000028664	64.97289	0.08822118	0.15338668	0.0525183	0.4661041
ENSMUSG00000028668	314.2163	0.0785791	0.0996724	0.229308	0.6922562
ENSMUSG00000028669	385.7262	0.134554	0.10788152	0.044679	0.4371382
ENSMUSG00000028670	188.2436	0.01546818	0.11521045	0.7887019	0.9475671
ENSMUSG00000028671	41.69125	0.04233948	0.12963946	0.361786	0.789094
ENSMUSG00000028672	136.72	0.02075044	0.11375145	0.7243352	0.9340929
ENSMUSG00000028673	143.6058	0.03291342	0.12770337	0.4838881	0.8497154
ENSMUSG00000028675	264.6321	-0.02005024	0.10589315	0.7490988	0.9384727
ENSMUSG00000028676	548.5199	0.01784852	0.10003332	0.7808687	0.9464044
ENSMUSG00000028677	525.3492	0.1349293	0.09548563	0.04330465	0.4314375
ENSMUSG00000028678	1.688823	-0.0107345	0.16165345	0.5219234	0.8651697
ENSMUSG00000028680	43.92411	0.05693226	0.13209359	0.2272506	0.6900236
ENSMUSG00000028681	25.25402	0.034406	0.1446166	0.2629827	0.7241723
ENSMUSG00000028683	86.94032	0.08708487	0.12894206	0.1155366	0.5820013
ENSMUSG00000028684	143.1806	-0.04973862	0.1222807	0.3589942	0.7870671
ENSMUSG00000028687	9.437417	0.001017503	0.13781311	0.9723157	0.9920642
ENSMUSG00000028688	78.34626	-0.02357467	0.11896101	0.6683507	0.9178646
ENSMUSG00000028689	12.74228	0.02814949	0.13951474	0.3878508	0.8063274
ENSMUSG00000028690	84.82305	0.04085165	0.11909588	0.4653525	0.8427911
ENSMUSG00000028691	768.8303	0.006322178	0.11207818	0.9155789	0.9812151
ENSMUSG00000028692	1209.323	0.01519893	0.10658004	0.8075028	0.9543355
ENSMUSG00000028693	90.74554	-0.01565421	0.12142763	0.7651284	0.9433534
ENSMUSG00000028696	98.84646	-0.02174289	0.1142318	0.7103796	0.9292283
ENSMUSG00000028698	391.6939	0.05287443	0.11177272	0.3878882	0.8063274
ENSMUSG00000028699	0.7294333	-0.01379432	0.27069895	0.3067369	NA
ENSMUSG00000028700	370.3484	0.02972205	0.08637585	0.642137	0.9109983
ENSMUSG00000028701	221.0163	-0.01373864	0.10289055	0.8287903	0.961297
ENSMUSG00000028702	12.73463	-0.0148441	0.14483958	0.5319937	0.868884
ENSMUSG00000028703	256.9656	-0.02396693	0.10812288	0.6985965	0.9259283
ENSMUSG00000028706	77.98736	-0.06740621	0.12375755	0.2229382	0.6863967
ENSMUSG00000028708	133.4981	0.01995686	0.12314422	0.6946133	0.9247684
ENSMUSG00000028709	39.07778	0.0530384	0.14848683	0.1352744	0.5999957
ENSMUSG00000028710	342.2376	-0.1230805	0.1307982	0.04322866	0.4311317
ENSMUSG00000028713	0.3742255	-0.001552755	0.20689528	0.9008667	NA
ENSMUSG00000028716	0.3465607	0.005247724	0.23176749	0.6651124	NA
ENSMUSG00000028717	7.582163	0.03297498	0.15097702	0.2260698	0.6887909
ENSMUSG00000028718	9.52104	0.2315253	0.8299213	0.004564882	0.19795
ENSMUSG00000028719	360.5944	-0.004091807	0.11704437	0.9418999	0.9864587
ENSMUSG00000028729	267.015	-0.006315249	0.11497145	0.9129159	0.9807588
ENSMUSG00000028730	7.850063	0.1704189	0.49773836	0.00470222	0.1993704
ENSMUSG00000028736	0.439212	0	0.22572474	1	NA
ENSMUSG00000028737	171.3378	-0.001832535	0.11035124	0.9758706	0.9935084
ENSMUSG00000028741	108.7257	0.114805	0.12254559	0.06516943	0.4947212
ENSMUSG00000028743	81.39474	0.03115241	0.11578584	0.5901456	0.891914
ENSMUSG00000028744	34.75661	-0.002518961	0.13201666	0.9476846	0.9879772
ENSMUSG00000028745	493.4155	-0.0418466	0.11686531	0.4679971	0.8444201
ENSMUSG00000028747	19.42319	-0.03742341	0.14446608	0.240928	0.7031145
ENSMUSG00000028750	0.8720888	-0.004434773	0.17140567	0.7545332	NA
ENSMUSG00000028753	40.11284	0.1017832	0.32299296	0.01279574	0.2837343
ENSMUSG00000028755	2.948428	-0.02127045	0.15934202	0.3060038	0.7587032
ENSMUSG00000028756	1985.659	0.09311266	0.09669981	0.1571045	0.6212072
ENSMUSG00000028757	520.4774	0.05681398	0.0975004	0.3820284	0.8021879
ENSMUSG00000028758	240.5063	0.01197445	0.11658847	0.8324829	0.961997
ENSMUSG00000028759	1672.342	-0.01004048	0.08606194	0.8750343	0.9718572
ENSMUSG00000028760	864.1956	-0.02905577	0.11476878	0.6190626	0.9034616
ENSMUSG00000028763	65.74102	-0.006860089	0.13434037	0.844593	0.9659522
ENSMUSG00000028766	46.02707	0.1088041	0.1994419	0.01635996	0.3058794
ENSMUSG00000028771	193.8129	-0.115239	0.12749178	0.05751852	0.4768101
ENSMUSG00000028772	243.6218	-0.04409168	0.11956139	0.4298102	0.8253145
ENSMUSG00000028773	158.9355	-0.02116775	0.12040585	0.6930304	0.9238684
ENSMUSG00000028776	16.78333	0.02034906	0.13535385	0.5657634	0.8820479
ENSMUSG00000028778	4.014438	0.03913059	0.21740429	0.09227763	0.5475229
ENSMUSG00000028779	216.1799	0.02182843	0.10550571	0.7283518	0.9349594
ENSMUSG00000028780	146.5995	0.0230816	0.12642441	0.6261639	0.9053413
ENSMUSG00000028782	1779.056	-0.0110588	0.11307834	0.851508	0.9672224
ENSMUSG00000028784	2.012837	-0.006515324	0.15940385	0.6833234	0.9215448
ENSMUSG00000028785	3154.466	-0.01166	0.12368288	0.8150624	0.9566594
ENSMUSG00000028786	0.05517465	0	0.22572474	1	NA
ENSMUSG00000028788	1087.435	0.07340976	0.11095199	0.2418258	0.7031145
ENSMUSG00000028789	144.7486	0.1056737	0.12019331	0.08815541	0.5401966
ENSMUSG00000028790	754.0268	0.013871	0.08790183	0.8288345	0.961297
ENSMUSG00000028792	89.19453	0.0473423	0.11553906	0.4213089	0.820524
ENSMUSG00000028793	205.831	-0.02479223	0.10706833	0.6908379	0.9235172
ENSMUSG00000028794	1.089371	0.0283434	0.24019769	0.1424644	NA
ENSMUSG00000028795	71.68847	0.02528103	0.12222271	0.6275359	0.9060656
ENSMUSG00000028796	413.2249	-0.02428494	0.10501893	0.7000822	0.926387
ENSMUSG00000028797	261.4081	0.06313923	0.1051627	0.3240696	0.769111
ENSMUSG00000028798	362.7116	0.02658555	0.11345195	0.653361	0.9142716
ENSMUSG00000028799	68.93027	-0.01848168	0.12717196	0.6884003	0.9231046
ENSMUSG00000028800	94.14038	-0.03985724	0.12977503	0.3846616	0.8043377
ENSMUSG00000028801	4.24701	-0.003363939	0.14640692	0.8658726	0.9702906
ENSMUSG00000028803	821.691	-0.0542436	0.09231053	0.4033054	0.8133872
ENSMUSG00000028804	417.1395	-0.03689597	0.12069953	0.4972138	0.8547412
ENSMUSG00000028807	35.86968	0.005915024	0.13245501	0.8757866	0.9720589
ENSMUSG00000028809	669.7947	-0.1035361	0.13729431	0.05963274	0.4809388
ENSMUSG00000028811	465.002	-0.02499635	0.09439203	0.6991602	0.9261331
ENSMUSG00000028813	0.9669365	0.00271773	0.17961878	0.8401025	NA
ENSMUSG00000028820	1362.572	-0.1098845	0.10708317	0.09476326	0.5541148
ENSMUSG00000028821	227.8334	0.07649494	0.12380352	0.176077	0.6428856
ENSMUSG00000028822	326.6805	0.1608656	0.12578425	0.01650611	0.3065949
ENSMUSG00000028825	0.637214	-0.0029432	0.22816444	0.8041972	NA
ENSMUSG00000028826	506.841	0.02274943	0.09076854	0.7244023	0.9340929
ENSMUSG00000028830	519.086	-0.04298515	0.11883145	0.4453016	0.832387
ENSMUSG00000028832	1075.595	-0.07582934	0.12610852	0.1682097	0.6344499
ENSMUSG00000028833	9403.358	0.1171676	0.08897871	0.07294392	0.5101632
ENSMUSG00000028834	0.06078082	-0.00696062	0.23874431	0.5704235	NA
ENSMUSG00000028836	0.9527228	-0.01763731	0.29079219	0.2233349	NA
ENSMUSG00000028837	263.094	0.01114933	0.10206232	0.8610866	0.9694272
ENSMUSG00000028838	174.7028	-0.0565519	0.11022447	0.3624854	0.789094
ENSMUSG00000028840	36.23814	0.08624746	0.15228496	0.05641391	0.4748295
ENSMUSG00000028841	0.6366896	0.007989226	0.19213728	0.5651314	NA
ENSMUSG00000028842	910.841	-0.102583	0.13555993	0.06415226	0.493007
ENSMUSG00000028843	321.4937	-0.05298807	0.10850637	0.39743	0.8110063
ENSMUSG00000028845	3.086264	-0.001165915	0.15221621	0.9450981	0.9872871
ENSMUSG00000028847	241.2132	0.002740482	0.11419938	0.962486	0.9905281
ENSMUSG00000028848	31.96211	-0.0328375	0.12970999	0.4629912	0.8418075
ENSMUSG00000028849	731.2194	0.004701725	0.09937154	0.9416181	0.9863682
ENSMUSG00000028850	35.94532	0.008323324	0.12870226	0.8479953	0.9664865
ENSMUSG00000028851	364.1654	0.1469052	0.13667986	0.0206175	0.3378112
ENSMUSG00000028854	250.9332	-0.07164854	0.13052057	0.1636135	0.6284489
ENSMUSG00000028857	301.8605	0.04245877	0.11194232	0.4839654	0.8497154
ENSMUSG00000028859	27.0396	-0.0138693	0.13387215	0.7034165	0.927191
ENSMUSG00000028860	0.6803074	0.005290688	0.2047793	0.6833395	NA
ENSMUSG00000028861	106.1673	0.02756923	0.12006039	0.6114788	0.9002549
ENSMUSG00000028862	12.88653	-0.02607995	0.14881726	0.3067032	0.7587032
ENSMUSG00000028863	544.1044	0.1307846	0.1085948	0.05005249	0.4574888
ENSMUSG00000028864	31.09723	-0.06196077	0.13456482	0.1822665	0.650782
ENSMUSG00000028865	4.231685	0.00692395	0.1456201	0.7421918	0.9376378
ENSMUSG00000028868	141.9512	0.03934641	0.12937214	0.3942191	0.8102191
ENSMUSG00000028869	316.2986	0.02352902	0.10522119	0.7086494	0.9283804
ENSMUSG00000028871	18.827	0.00650416	0.13884253	0.8174837	0.9574794
ENSMUSG00000028873	4.969007	0.02642514	0.15035453	0.2910567	0.7485781
ENSMUSG00000028874	0.4612975	0	0.22572474	1	NA
ENSMUSG00000028876	147.2672	-0.08108681	0.14184563	0.08760993	0.5397433
ENSMUSG00000028878	473.6205	0.0714314	0.10771296	0.2620045	0.7233203
ENSMUSG00000028879	728.7501	-0.1086307	0.10760202	0.0978399	0.5609434
ENSMUSG00000028882	253.8095	0.04814633	0.11741197	0.4041429	0.8143507
ENSMUSG00000028883	203.8678	-0.07907503	0.12536113	0.1578729	0.6219567
ENSMUSG00000028884	80.30328	0.05154847	0.11935458	0.3626971	0.7891939
ENSMUSG00000028885	79.52878	-0.06070784	0.12104007	0.2813343	0.7401304
ENSMUSG00000028886	228.5856	-0.08461615	0.10518577	0.19211	0.6620059
ENSMUSG00000028889	99.57065	0.159283	0.18988607	0.007536647	0.2432038
ENSMUSG00000028890	290.7508	-0.09950034	0.12111652	0.1022486	0.5684903
ENSMUSG00000028893	44.08675	-0.03337661	0.13131105	0.4376212	0.8278993
ENSMUSG00000028894	216.1486	-0.03218385	0.12904726	0.4783855	0.8477506
ENSMUSG00000028896	59.31467	0.0126113	0.13109688	0.7544889	0.939437
ENSMUSG00000028898	114.0362	0.09320505	0.11578562	0.1349485	0.5999957
ENSMUSG00000028899	64.98331	-0.01890817	0.13073214	0.6486013	0.9132943
ENSMUSG00000028901	146.2095	-0.0226385	0.12124607	0.6686985	0.9179056
ENSMUSG00000028902	172.599	0.03566774	0.10296704	0.5761655	0.8858608
ENSMUSG00000028906	479.0538	-0.04398372	0.10894927	0.4787963	0.8478304
ENSMUSG00000028907	105.5148	-0.01380395	0.11496367	0.8114318	0.9554114
ENSMUSG00000028909	137.6365	-0.008375784	0.13288849	0.8224921	0.9590535
ENSMUSG00000028910	73.40996	-0.06030172	0.13076204	0.217803	0.6831493
ENSMUSG00000028911	235.871	0.08168473	0.1178668	0.176131	0.6428985
ENSMUSG00000028914	101.3219	-0.08489601	0.14432587	0.07398984	0.511597
ENSMUSG00000028917	417.7498	-0.04097591	0.11972914	0.4600699	0.8407824
ENSMUSG00000028919	55.73478	0.04852805	0.13126524	0.2919757	0.7494918
ENSMUSG00000028920	330.9207	0.03132716	0.10998196	0.6089437	0.8991379
ENSMUSG00000028923	132.0649	-0.0274671	0.12666759	0.5633479	0.8809423
ENSMUSG00000028926	556.4614	-0.06155521	0.13168007	0.2042974	0.6723626
ENSMUSG00000028927	162.3655	-0.001779497	0.12901806	0.9668352	0.9909453
ENSMUSG00000028931	1250.811	-6.054011e-05	0.1063895	0.9992255	1
ENSMUSG00000028932	413.5255	-0.05407993	0.10638175	0.3934586	0.8095815
ENSMUSG00000028933	58.66554	-0.01794271	0.12933935	0.6782614	0.9200817
ENSMUSG00000028936	430.4331	0.02454975	0.10873773	0.6904321	0.9235172
ENSMUSG00000028937	620.0103	0.04922186	0.11751007	0.3938299	0.8099954
ENSMUSG00000028938	0.03952348	0	0.22572474	1	NA
ENSMUSG00000028943	1.461876	0.003201314	0.15920375	0.8353774	NA
ENSMUSG00000028944	358.9799	0.03900925	0.11631554	0.5002554	0.8562582
ENSMUSG00000028945	400.7807	-0.05831822	0.10939756	0.3508609	0.7795589
ENSMUSG00000028946	0.193262	0.002276073	0.22615882	0.8480246	NA
ENSMUSG00000028948	118.7356	0.002292447	0.11111271	0.9696117	0.9912443
ENSMUSG00000028949	547.4591	0.06049322	0.10750847	0.3389843	0.7744603
ENSMUSG00000028950	2.334516	-0.05124515	0.32140144	0.05157554	0.4633645
ENSMUSG00000028952	63.3279	-0.007352671	0.12922955	0.8631187	0.9696607
ENSMUSG00000028953	490.9283	-0.07250728	0.10159233	0.2646373	0.7255804
ENSMUSG00000028954	790.4692	0.025909	0.09391478	0.6887668	0.9231046
