gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000028801	4.24701	-0.005084483	0.14030133	0.7921001	NA
ENSMUSG00000028803	821.691	-0.1111512	0.09124356	0.08271666	0.546724
ENSMUSG00000028804	417.1395	-0.08177942	0.12396184	0.125883	0.6061076
ENSMUSG00000028807	35.86968	0.002503298	0.12808805	0.9454311	0.9916908
ENSMUSG00000028809	669.7947	-0.0704836	0.12580627	0.1619525	0.6464335
ENSMUSG00000028811	465.002	-0.08160276	0.09286415	0.2005944	0.6862639
ENSMUSG00000028813	0.9669365	0.005894877	0.1491155	0.5136409	NA
ENSMUSG00000028820	1362.572	-0.04077012	0.10043504	0.5114431	0.8782591
ENSMUSG00000028821	227.8334	0.1152521	0.13279569	0.04270669	0.4496177
ENSMUSG00000028822	326.6805	0.03030701	0.10556622	0.6126894	0.9103938
ENSMUSG00000028825	0.637214	-0.0005435487	0.15216041	0.9190927	NA
ENSMUSG00000028826	506.841	0.06441289	0.08901133	0.3110271	0.7752359
ENSMUSG00000028830	519.086	0.06088757	0.11684183	0.2630968	0.7420251
ENSMUSG00000028832	1075.595	-0.04583956	0.11894373	0.3709432	0.8050163
ENSMUSG00000028833	9403.358	0.01942798	0.08525446	0.7581886	0.951394
ENSMUSG00000028834	0.06078082	0	0.1521201	1	NA
ENSMUSG00000028836	0.9527228	0	0.15187751	1	NA
ENSMUSG00000028837	263.094	0.02724762	0.09938386	0.6617708	0.9276303
ENSMUSG00000028838	174.7028	-0.01593165	0.10552469	0.7896265	0.9592823
ENSMUSG00000028840	36.23814	0.04986437	0.13159511	0.2341919	0.7184419
ENSMUSG00000028841	0.6366896	-0.001516418	0.14742299	0.8689867	NA
ENSMUSG00000028842	910.841	-0.1059941	0.13798661	0.04829499	0.4614629
ENSMUSG00000028843	321.4937	0.1419434	0.11737893	0.02531891	0.3809
ENSMUSG00000028845	3.086264	-0.001513536	0.14273798	0.9212964	NA
ENSMUSG00000028847	241.2132	0.01907922	0.11109376	0.73406	0.945095
ENSMUSG00000028848	31.96211	-0.06229594	0.1316477	0.1682583	0.6552642
ENSMUSG00000028849	731.2194	-0.00651048	0.09750507	0.9172897	0.9867147
ENSMUSG00000028850	35.94532	0.02094129	0.12505534	0.6189158	0.9135344
ENSMUSG00000028851	364.1654	0.1949743	0.16942637	0.00437642	0.209114
ENSMUSG00000028854	250.9332	-0.1145837	0.14934923	0.03156255	0.4056244
ENSMUSG00000028857	301.8605	0.01662804	0.10789714	0.7756492	0.955938
ENSMUSG00000028859	27.0396	0.02188021	0.13044957	0.5411507	0.8882459
ENSMUSG00000028860	0.6803074	-0.0005040885	0.1492167	0.9452251	NA
ENSMUSG00000028861	106.1673	0.01353452	0.11563497	0.7950177	0.9612307
ENSMUSG00000028862	12.88653	0.01180947	0.13823201	0.6180737	0.9132424
ENSMUSG00000028863	544.1044	0.03515218	0.09926228	0.5730688	0.8985953
ENSMUSG00000028864	31.09723	-0.115389	0.16258316	0.02419168	0.3744646
ENSMUSG00000028865	4.231685	0.01368331	0.14179481	0.4924603	NA
ENSMUSG00000028868	141.9512	0.01517434	0.12334568	0.7278119	0.9434925
ENSMUSG00000028869	316.2986	0.02035969	0.1025447	0.7391564	0.9473775
ENSMUSG00000028871	18.827	-0.002724173	0.1342036	0.9219843	0.9883042
ENSMUSG00000028873	4.969007	0.02305458	0.14130947	0.3456967	0.7949597
ENSMUSG00000028874	0.4612975	-0.002103657	0.15284177	0.6949903	NA
ENSMUSG00000028876	147.2672	-0.1106269	0.16362369	0.02578875	0.3815955
ENSMUSG00000028878	473.6205	0.03164747	0.10303744	0.6042001	0.9086
ENSMUSG00000028879	728.7501	-0.04117988	0.10073122	0.5066105	0.8756016
ENSMUSG00000028882	253.8095	0.08871953	0.11889494	0.1177966	0.5984048
ENSMUSG00000028883	203.8678	0.05989962	0.11917025	0.256192	0.7376826
ENSMUSG00000028884	80.30328	-0.01324213	0.11285563	0.8084584	0.9641074
ENSMUSG00000028885	79.52878	-0.08832449	0.12102797	0.1133196	0.5921942
ENSMUSG00000028886	228.5856	-0.03032797	0.09896515	0.6270648	0.9167408
ENSMUSG00000028889	99.57065	-0.01008866	0.12085494	0.8276083	0.9681693
ENSMUSG00000028890	290.7508	-0.06065429	0.11295227	0.2856927	0.7593941
ENSMUSG00000028893	44.08675	-0.01897443	0.12573399	0.6438531	0.9217302
ENSMUSG00000028894	216.1486	-0.01447241	0.12400439	0.7348391	0.945095
ENSMUSG00000028896	59.31467	0.02448608	0.12809393	0.5308382	0.8850977
ENSMUSG00000028898	114.0362	0.1605681	0.12941869	0.0128975	0.308096
ENSMUSG00000028899	64.98331	-0.01876971	0.12698193	0.6344772	0.9184478
ENSMUSG00000028901	146.2095	0.003663855	0.11700095	0.9421972	0.9912937
ENSMUSG00000028902	172.599	0.07733738	0.10086833	0.2168925	0.7020411
ENSMUSG00000028906	479.0538	-0.2128787	0.15015871	0.002704546	0.1822081
ENSMUSG00000028907	105.5148	0.0606695	0.11337721	0.2834191	0.7575317
ENSMUSG00000028909	137.6365	-0.003930968	0.12866123	0.9125967	0.9853292
ENSMUSG00000028910	73.40996	-0.04593348	0.12441492	0.3250295	0.7816808
ENSMUSG00000028911	235.871	0.04820008	0.11102168	0.3997489	0.8198993
ENSMUSG00000028914	101.3219	-0.07854366	0.14093944	0.08451966	0.5493277
ENSMUSG00000028917	417.7498	0.05263981	0.11717268	0.3235538	0.7815414
ENSMUSG00000028919	55.73478	0.08538338	0.14294206	0.06852828	0.5209988
ENSMUSG00000028920	330.9207	-0.03157983	0.10674183	0.5941294	0.9042334
ENSMUSG00000028923	132.0649	0.0009183313	0.12172462	0.98374	0.998005
ENSMUSG00000028926	556.4614	-0.04689876	0.12599844	0.3030635	0.7709314
ENSMUSG00000028927	162.3655	-0.02916677	0.1267742	0.4810186	0.8613652
ENSMUSG00000028931	1250.811	-0.0001141322	0.10429729	0.9984893	1
ENSMUSG00000028932	413.5255	0.003069608	0.10265346	0.959885	0.9939144
ENSMUSG00000028933	58.66554	-0.007365216	0.12459415	0.8591975	0.9746486
ENSMUSG00000028936	430.4331	0.04490575	0.10641041	0.4522976	0.8494621
ENSMUSG00000028937	620.0103	0.0871491	0.1191833	0.1222353	0.6033765
ENSMUSG00000028938	0.03952348	0	0.1521201	1	NA
ENSMUSG00000028943	1.461876	-0.01432596	0.14815981	0.3062601	NA
ENSMUSG00000028944	358.9799	-0.04097188	0.11292908	0.4609218	0.8529363
ENSMUSG00000028945	400.7807	-0.006474349	0.1051527	0.9138664	0.9856445
ENSMUSG00000028946	0.193262	0.0009439179	0.15213516	0.8615567	NA
ENSMUSG00000028948	118.7356	0.01853754	0.10738787	0.7520826	0.950614
ENSMUSG00000028949	547.4591	0.05609606	0.10438784	0.3574578	0.7992457
ENSMUSG00000028950	2.334516	0.001185017	0.1449222	0.9227863	NA
ENSMUSG00000028952	63.3279	0.06053521	0.13497688	0.1575283	0.6431425
ENSMUSG00000028953	490.9283	-0.03791573	0.09772696	0.5458576	0.8901541
ENSMUSG00000028954	790.4692	0.06838126	0.09257735	0.2826822	0.7568307
ENSMUSG00000028955	203.8132	-0.01578272	0.11070291	0.7795877	0.9573465
ENSMUSG00000028957	476.5818	-0.05514665	0.11451686	0.3195512	0.7796383
ENSMUSG00000028958	46.36665	0.0698136	0.13362948	0.1303507	0.6117661
ENSMUSG00000028959	339.2878	0.03783364	0.10906641	0.5146047	0.8798635
ENSMUSG00000028960	841.0141	-0.09680088	0.1265452	0.07899688	0.5432936
ENSMUSG00000028961	110.5069	0.02649193	0.108793	0.6474652	0.9230543
ENSMUSG00000028962	161.3284	0.1475968	0.12689656	0.0192944	0.3505184
ENSMUSG00000028964	322.9764	0.04168085	0.10694574	0.4827584	0.8625924
ENSMUSG00000028965	2.438125	0.0004942412	0.14243819	0.9748937	NA
ENSMUSG00000028967	180.1606	0.05708372	0.11378834	0.3082889	0.7738049
ENSMUSG00000028969	392.3848	0.02553009	0.10768995	0.6631	0.9276303
ENSMUSG00000028970	27.47929	0.004531506	0.1335415	0.8753522	0.9784625
ENSMUSG00000028971	2.575609	0.008020614	0.14435262	0.5844398	NA
ENSMUSG00000028972	0.07904697	0	0.1521201	1	NA
ENSMUSG00000028973	304.4291	0.1620706	0.12908623	0.01236285	0.3051174
ENSMUSG00000028974	153.9136	-0.01794618	0.1124199	0.7445897	0.9481822
ENSMUSG00000028975	207.2904	0.1038879	0.10839861	0.09279	0.5642977
ENSMUSG00000028976	26.23812	0.03812284	0.13401584	0.2974565	0.7681528
ENSMUSG00000028977	31.29276	-0.02063863	0.13336617	0.5199789	0.8810284
ENSMUSG00000028978	40.1223	0.1013116	0.14446685	0.04654064	0.460559
ENSMUSG00000028979	8.9455	0.04480648	0.20375177	0.01430248	0.3172602
ENSMUSG00000028980	82.19825	0.01276979	0.13018958	0.7112973	0.9394096
ENSMUSG00000028982	149.3607	-0.008292959	0.1097898	0.8842896	0.9810371
ENSMUSG00000028986	1186.178	-0.04404995	0.10211774	0.4743927	0.8588957
ENSMUSG00000028988	132.495	0.0969896	0.11305126	0.1051855	0.5792198
ENSMUSG00000028989	2.542288	0.01204538	0.14707714	0.3782072	NA
ENSMUSG00000028990	58.89538	-0.051582	0.1385726	0.1731599	0.6630803
ENSMUSG00000028991	1346.059	0.07515646	0.074682	0.2126663	0.6969418
ENSMUSG00000028992	35.92761	0.0005332688	0.12465552	0.9896897	0.9994485
ENSMUSG00000028995	404.6888	0.03930839	0.10009374	0.5272769	0.8831481
ENSMUSG00000028998	205.4646	0.05471632	0.11702061	0.3077297	0.7732996
ENSMUSG00000028999	175.2041	5.639537e-05	0.10486413	0.99925	1
ENSMUSG00000029001	428.335	0.00278884	0.104422	0.9630627	0.9939144
ENSMUSG00000029003	34.70618	-0.000804828	0.12488236	0.9843249	0.9982808
ENSMUSG00000029004	773.9108	-0.1223708	0.1138521	0.04862343	0.4618584
ENSMUSG00000029005	4.533593	-0.0004478216	0.14032438	0.9809968	NA
ENSMUSG00000029007	53.68929	0.07657357	0.12994865	0.1225911	0.6037804
ENSMUSG00000029009	229.7412	0.02135275	0.11543953	0.6844544	0.9326343
ENSMUSG00000029012	154.9522	-0.01470724	0.10336406	0.8087367	0.9641074
ENSMUSG00000029014	247.3901	0.06434088	0.11287396	0.2601072	0.7387836
ENSMUSG00000029015	4.91012	-0.008386803	0.14007953	0.6798335	0.9313571
ENSMUSG00000029016	588.9142	-0.02346842	0.08880646	0.7114869	0.9394096
ENSMUSG00000029017	285.4712	-0.05308229	0.10789268	0.3703191	0.8045974
ENSMUSG00000029019	0.08791091	-0.002691776	0.15329212	0.617445	NA
ENSMUSG00000029020	1200.93	0.08056415	0.09124081	0.2063861	0.6919491
ENSMUSG00000029022	99.06018	0.1384301	0.13776138	0.02178622	0.3617172
ENSMUSG00000029026	7.355502	0.02629194	0.15159724	0.1550612	0.6391939
ENSMUSG00000029027	38.16712	-0.02544043	0.11964877	0.6007055	0.907637
ENSMUSG00000029028	166.663	0.05148072	0.11867501	0.3229399	0.7815414
ENSMUSG00000029029	119.4421	0.03388774	0.12386044	0.4534563	0.8501723
ENSMUSG00000029030	668.8931	0.07586358	0.08161336	0.224723	0.7089543
ENSMUSG00000029032	6.8909	0.006123831	0.1372967	0.7962169	0.9616064
ENSMUSG00000029033	528.8677	-0.004973723	0.11197537	0.9282931	0.9898381
ENSMUSG00000029034	128.8898	0.02939656	0.11798431	0.5610388	0.8942345
ENSMUSG00000029036	178.3703	0.07338585	0.10894757	0.2190191	0.7035426
ENSMUSG00000029038	319.2798	-0.03347046	0.10016	0.5899223	0.9031811
ENSMUSG00000029047	69.53868	0.06436126	0.11914878	0.227629	0.711288
ENSMUSG00000029048	352.7302	0.04837633	0.1002432	0.4370511	0.8417481
ENSMUSG00000029049	29.29488	-0.04822298	0.13504846	0.2162822	0.7018562
ENSMUSG00000029050	1153.252	-0.02276757	0.10616467	0.7016995	0.9372721
ENSMUSG00000029053	1768.183	0.008825247	0.09939266	0.8871765	0.9819276
ENSMUSG00000029054	648.1284	-0.02563762	0.1173746	0.6145547	0.9112566
ENSMUSG00000029055	220.7911	-0.1287172	0.14791647	0.023754	0.3739891
ENSMUSG00000029056	248.0942	0.03654605	0.09705233	0.5612718	0.8942345
ENSMUSG00000029059	221.525	0.1010522	0.1321823	0.06206213	0.5058406
ENSMUSG00000029060	489.9984	0.1188325	0.09854697	0.06388949	0.5076867
ENSMUSG00000029061	2.358583	-0.005160141	0.14239646	0.7524532	NA
ENSMUSG00000029062	190.3353	0.07207393	0.11895833	0.1858006	0.6746198
ENSMUSG00000029063	339.7686	0.007229128	0.08935957	0.9093015	0.9847335
ENSMUSG00000029064	2534.408	-0.049314	0.11498769	0.3665403	0.8025365
ENSMUSG00000029066	181.6685	0.0002953837	0.1142734	0.9955724	1
ENSMUSG00000029068	642.4831	-0.00224151	0.10116962	0.9709773	0.9949023
ENSMUSG00000029070	28.15816	0.06226017	0.15508172	0.07212824	0.5264053
ENSMUSG00000029071	482.2833	0.09029053	0.11780401	0.1155345	0.5967386
ENSMUSG00000029072	5.193846	-0.005180243	0.13801974	0.8183029	0.9653715
ENSMUSG00000029073	81.41062	0.01807876	0.11999996	0.7047711	0.9380373
ENSMUSG00000029074	0.4870325	-0.004457888	0.15543026	0.4176424	NA
ENSMUSG00000029075	5.888375	-0.01233199	0.14134489	0.5364538	0.8870885
ENSMUSG00000029076	1123.373	-0.02382586	0.09155624	0.7074077	0.9386713
ENSMUSG00000029082	1.304009	0.02463719	0.16986739	0.05402288	NA
ENSMUSG00000029084	16.5173	0.002779755	0.12974427	0.9352896	0.9908033
ENSMUSG00000029086	109.4548	-0.06303866	0.12394317	0.2082533	0.6929112
ENSMUSG00000029088	342.0257	-0.1491755	0.0929065	0.02121419	0.3591118
ENSMUSG00000029089	126.2195	-0.1430243	0.16097253	0.01454663	0.318021
ENSMUSG00000029090	121.7518	0.05247201	0.14067392	0.155919	0.6406213
ENSMUSG00000029092	0.05703331	0	0.1521201	1	NA
ENSMUSG00000029093	546.6992	-0.1483921	0.09891793	0.02254077	0.3668289
ENSMUSG00000029094	148.4349	-0.086331	0.14365633	0.06581848	0.5135053
ENSMUSG00000029095	1225.965	-0.01912967	0.10840576	0.7417633	0.9478401
ENSMUSG00000029096	19.59216	-0.01822949	0.13496462	0.5371883	0.8870885
ENSMUSG00000029097	52.10316	-0.007289371	0.11373709	0.8921532	0.9833907
ENSMUSG00000029098	193.2187	-0.07497308	0.10993193	0.2066104	0.6920738
ENSMUSG00000029101	413.1549	0.0570906	0.11677038	0.2909367	0.7641978
ENSMUSG00000029102	2.201826	-0.009115366	0.14751669	0.4409204	NA
ENSMUSG00000029103	1007.106	0.2507992	0.11354281	0.0003649624	0.07315716
ENSMUSG00000029104	2075.345	-0.1641057	0.11676521	0.01238354	0.3051698
ENSMUSG00000029106	2418.286	0.08918028	0.09943781	0.158334	0.6440522
ENSMUSG00000029108	1258.254	0.04719979	0.11064965	0.4111232	0.8265205
ENSMUSG00000029110	591.5478	-0.0715762	0.10649563	0.2378886	0.7215174
ENSMUSG00000029111	128.1093	-0.04257454	0.11034063	0.4584195	0.8515493
ENSMUSG00000029112	0.04273247	0	0.1521201	1	NA
ENSMUSG00000029119	128.2364	0.05872711	0.10675652	0.3278325	0.7833382
ENSMUSG00000029120	2909.603	-0.008822455	0.09358929	0.889197	0.982306
ENSMUSG00000029121	647.5081	-0.0253062	0.10370373	0.6767153	0.9301864
ENSMUSG00000029122	39.04797	0.006160686	0.12726748	0.8707312	0.9771969
ENSMUSG00000029123	14.98083	0.02455715	0.14380037	0.2839647	0.7576586
ENSMUSG00000029125	122.8781	-0.00899935	0.11224017	0.8702211	0.9770449
ENSMUSG00000029126	1855.406	0.009754464	0.10699663	0.868327	0.9765685
ENSMUSG00000029127	99.36255	-0.01254893	0.11482515	0.8122996	0.9643781
ENSMUSG00000029128	344.0069	-0.03962298	0.09457488	0.5314224	0.8853132
ENSMUSG00000029130	101.389	-0.007753695	0.1173797	0.8772147	0.9789824
ENSMUSG00000029131	655.8381	0.03599606	0.0986999	0.56486	0.8953534
ENSMUSG00000029134	3.4967	0.02672871	0.15367202	0.1316537	NA
ENSMUSG00000029135	146.647	-0.1144765	0.1292796	0.04662758	0.4608777
ENSMUSG00000029136	12.21004	-0.001963505	0.1354514	0.9397332	0.9912347
ENSMUSG00000029138	0.5069314	-0.006943904	0.15413891	0.3232296	NA
ENSMUSG00000029141	203.3835	0.07391933	0.1139772	0.1973545	0.6847122
ENSMUSG00000029145	135.7006	-0.02092368	0.11878578	0.6706315	0.9283786
ENSMUSG00000029146	367.2242	0.03499429	0.09948496	0.5744065	0.8990155
ENSMUSG00000029147	196.6781	0.01511214	0.11200494	0.7848954	0.9579269
ENSMUSG00000029148	333.3363	0.08320992	0.10553204	0.1760608	0.6661231
ENSMUSG00000029149	7.156558	0.001326898	0.13790652	0.9526964	0.9933304
ENSMUSG00000029151	48.16969	-0.3415718	0.99138303	0.0001111381	0.0424832
ENSMUSG00000029152	1439.437	0.08095332	0.09443115	0.2036357	0.6893526
ENSMUSG00000029153	312.2831	0.0309286	0.12118063	0.515319	0.8798635
ENSMUSG00000029154	3.461154	0.001440297	0.1430628	0.9227134	NA
ENSMUSG00000029155	2.746794	0.01481026	0.1480238	0.3025119	NA
ENSMUSG00000029156	350.3463	-0.063151	0.09911739	0.3142586	0.7762952
ENSMUSG00000029158	0.1376689	-0.002561875	0.15318991	0.6339728	NA
ENSMUSG00000029161	110.661	0.03923731	0.11645235	0.4564452	0.8513223
ENSMUSG00000029162	24.22751	-0.03339086	0.1300368	0.3907811	0.8146748
ENSMUSG00000029163	13.76373	-0.008629033	0.14052226	0.6628705	0.9276303
ENSMUSG00000029165	119.1992	0.01022432	0.1171191	0.8396001	0.9714817
ENSMUSG00000029166	418.6187	-0.05671596	0.12604903	0.2322853	0.7159378
ENSMUSG00000029167	240.4479	-0.06740302	0.10591729	0.2668566	0.7440452
ENSMUSG00000029168	195.9531	-0.06017832	0.13875693	0.1391574	0.6213626
ENSMUSG00000029169	852.6399	-0.01369511	0.08812165	0.8289852	0.9683767
ENSMUSG00000029171	37.12859	-0.08059054	0.14803777	0.06553801	0.5129975
ENSMUSG00000029173	184.7518	-0.0383888	0.11007456	0.5038685	0.8736793
ENSMUSG00000029174	132.7981	-0.07807603	0.12959288	0.1191337	0.5998012
ENSMUSG00000029175	189.7417	0.03406694	0.10977035	0.5534592	0.8915173
ENSMUSG00000029176	392.7859	-0.03891716	0.1059443	0.5154451	0.8798635
ENSMUSG00000029177	5.103701	0.008518975	0.13816771	0.7104544	0.9393238
ENSMUSG00000029178	178.0635	-0.02633749	0.10933412	0.647344	0.9230543
ENSMUSG00000029179	107.9892	0.00119583	0.11733685	0.9809794	0.9973174
ENSMUSG00000029182	0.4151627	0.0009797061	0.15009019	0.8833898	NA
ENSMUSG00000029185	27.84102	0.04979031	0.15218725	0.09967604	0.5722037
ENSMUSG00000029186	22.7131	0.02924221	0.13680368	0.3477561	0.7950318
ENSMUSG00000029188	0.04395546	-0.002067156	0.15281758	0.6999592	NA
ENSMUSG00000029189	112.0491	-0.08876691	0.13417273	0.08025817	0.546435
ENSMUSG00000029190	1378.608	-0.03684095	0.0966061	0.5586578	0.892766
ENSMUSG00000029191	309.5138	0.04976878	0.08898769	0.4333505	0.8400548
ENSMUSG00000029192	454.7434	-0.06613172	0.12554561	0.1832277	0.6722163
ENSMUSG00000029193	2.330757	0.01066483	0.14617763	0.4399864	NA
ENSMUSG00000029195	2.316705	-0.0002203144	0.14522187	0.9850775	NA
ENSMUSG00000029196	221.752	0.01020185	0.10836428	0.8603342	0.9747967
ENSMUSG00000029198	212.711	0.08386557	0.10880744	0.164873	0.6508957
ENSMUSG00000029199	161.932	0.1093974	0.10278789	0.08397776	0.5484194
ENSMUSG00000029201	133.7309	0.07752311	0.11891453	0.1603497	0.6459951
ENSMUSG00000029202	815.421	-0.1543533	0.11888915	0.0168574	0.336677
ENSMUSG00000029203	696.0632	-0.1438226	0.10002683	0.02668674	0.3841708
ENSMUSG00000029204	9.695368	0.03375551	0.14052043	0.2561349	0.7376826
ENSMUSG00000029206	104.6406	-0.04009115	0.12513148	0.3729779	0.8060363
ENSMUSG00000029207	522.8063	-0.06913952	0.11066427	0.2384185	0.722059
ENSMUSG00000029208	525.3328	0.04156189	0.09179777	0.5129354	0.8790365
ENSMUSG00000029209	165.0361	-0.02234456	0.12048495	0.6378908	0.9196935
ENSMUSG00000029211	1342.792	-0.01670103	0.10862736	0.7729103	0.9555621
ENSMUSG00000029212	1879.643	-0.1317678	0.1124125	0.03694128	0.4318229
ENSMUSG00000029213	290.5561	-0.002642275	0.11116014	0.9623107	0.9939144
ENSMUSG00000029217	17.1332	-0.2339803	0.38021638	0.0008421416	0.1091738
ENSMUSG00000029219	69.81895	-0.02454487	0.115321	0.641944	0.9211118
ENSMUSG00000029221	1172.768	0.1090134	0.09592536	0.0887128	0.5574053
ENSMUSG00000029223	1855.545	0.06722559	0.09231088	0.2908917	0.7641978
ENSMUSG00000029227	597.5916	0.01628386	0.0892381	0.7974908	0.9616064
ENSMUSG00000029228	72.49842	0.02219208	0.12187185	0.6289573	0.9168019
ENSMUSG00000029229	193.5394	-0.05696999	0.13286105	0.1856483	0.6746198
ENSMUSG00000029231	614.1039	0.07089869	0.09095627	0.2655987	0.7440452
ENSMUSG00000029233	59.82675	-0.07550048	0.11915044	0.168496	0.6558298
ENSMUSG00000029234	170.1203	-0.03873448	0.11371564	0.4801198	0.8613652
ENSMUSG00000029236	0.4093514	-0.001499119	0.15239247	0.781177	NA
ENSMUSG00000029238	1197.495	-0.1728678	0.09087111	0.007666211	0.2595431
ENSMUSG00000029245	679.7896	-0.1572108	0.1363804	0.01344155	0.309438
ENSMUSG00000029246	140.9753	-0.03555805	0.10401151	0.5579433	0.892766
ENSMUSG00000029247	620.4203	0.01395996	0.10648291	0.8134861	0.9644758
ENSMUSG00000029248	2.323524	0.01977209	0.15029761	0.2049262	NA
ENSMUSG00000029249	82.05239	0.00850411	0.11239845	0.8769992	0.9789824
ENSMUSG00000029250	621.6521	0.01494921	0.09811345	0.8111538	0.9643781
ENSMUSG00000029253	290.5987	-0.01724904	0.09884145	0.7821668	0.9579146
ENSMUSG00000029254	1.225918	0.006866581	0.15164779	0.3881885	NA
ENSMUSG00000029263	165.7572	0.1005055	0.10533114	0.107151	0.5812675
ENSMUSG00000029265	210.5928	-0.1036522	0.1049274	0.09793648	0.5708458
ENSMUSG00000029267	551.2959	-0.04277961	0.10354372	0.4831815	0.8627042
ENSMUSG00000029270	205.8078	-0.03522396	0.11778383	0.4915513	0.8658431
ENSMUSG00000029275	0.02967808	-0.0002917655	0.15213364	0.9564838	NA
ENSMUSG00000029276	82.83578	-0.09682784	0.1320052	0.06933698	0.5224336
ENSMUSG00000029279	75.818	-0.08115177	0.13239386	0.1017754	0.5750403
ENSMUSG00000029280	0.02967808	-0.0002917655	0.15213364	0.9564838	NA
ENSMUSG00000029283	164.5935	0.1361318	0.12870723	0.0261697	0.3822256
ENSMUSG00000029287	172.0115	-0.03380381	0.12202869	0.4722192	0.8585249
ENSMUSG00000029290	212.9863	-0.003445014	0.12209467	0.9384605	0.9911483
ENSMUSG00000029291	1498.376	0.02844306	0.08944091	0.654138	0.9252161
ENSMUSG00000029298	30.1824	-0.01742066	0.13058599	0.6161636	0.9116895
ENSMUSG00000029299	3.047225	-0.02631366	0.15012013	0.1732217	NA
ENSMUSG00000029304	22.44974	0.06745131	0.16032818	0.05499044	0.4862172
ENSMUSG00000029306	0.2478284	0.001513749	0.15238603	0.7793521	NA
ENSMUSG00000029307	6.616618	0.002507167	0.134861	0.9256119	0.9890663
ENSMUSG00000029309	6266.822	0.1417064	0.10825216	0.02774408	0.3881101
ENSMUSG00000029310	193.5611	0.001989957	0.11200324	0.9712595	0.9949266
ENSMUSG00000029311	108.0052	-0.03495431	0.13035815	0.3699123	0.8045974
ENSMUSG00000029312	241.398	-0.03453834	0.1022515	0.5737537	0.8990155
ENSMUSG00000029313	204.2739	-0.07661246	0.13267689	0.1131329	0.5921942
ENSMUSG00000029314	65.50241	-0.03180981	0.13197906	0.3846191	0.8116555
ENSMUSG00000029319	324.5077	0.05001787	0.09711439	0.4272613	0.8371735
ENSMUSG00000029320	0.2218659	-0.002873105	0.15343507	0.5950385	NA
ENSMUSG00000029321	0.04395546	-0.002067156	0.15281758	0.6999592	NA
ENSMUSG00000029322	0.5084542	9.345581e-05	0.14971992	0.9891984	NA
ENSMUSG00000029326	262.8849	0.03147702	0.09631731	0.6174138	0.9127107
ENSMUSG00000029328	1405.286	-0.01271207	0.09364333	0.8408979	0.9717397
ENSMUSG00000029330	314.1822	-0.01600537	0.11777841	0.7489436	0.9494827
ENSMUSG00000029331	0.2215395	0	0.1521201	1	NA
ENSMUSG00000029333	391.2708	0.03947979	0.11430967	0.4683267	0.8568236
ENSMUSG00000029334	119.7705	0.06950743	0.1185343	0.2011841	0.6866835
ENSMUSG00000029335	23.47665	-0.02605351	0.14106889	0.3159888	0.7779854
ENSMUSG00000029337	1.067292	-0.01307456	0.15763644	0.1567884	NA
ENSMUSG00000029338	11.67574	-0.02996613	0.14339113	0.2461343	0.7312008
ENSMUSG00000029343	18.06496	0.0123591	0.12815739	0.7394426	0.9473935
ENSMUSG00000029344	111.0501	0.1094359	0.11603788	0.06916483	0.5224336
ENSMUSG00000029345	214.2476	0.01628932	0.10893902	0.7775612	0.9563102
ENSMUSG00000029346	75.12303	0.009050433	0.11684469	0.8585254	0.9745404
ENSMUSG00000029348	692.5705	0.09029115	0.08722444	0.1553737	0.6395888
ENSMUSG00000029352	1.19513	-0.00401219	0.14669099	0.7039888	NA
ENSMUSG00000029359	285.4214	0.04153551	0.11803189	0.4204123	0.8333265
ENSMUSG00000029360	32.60441	-0.0228004	0.13490711	0.4610904	0.8529363
ENSMUSG00000029361	471.0279	-0.04235516	0.1232347	0.368471	0.8038659
ENSMUSG00000029363	85.21027	0.02535488	0.12523339	0.5506254	0.8908978
ENSMUSG00000029364	1038.035	0.07973707	0.09291753	0.2109389	0.6963618
ENSMUSG00000029366	104.4858	-0.0276224	0.11191996	0.6202915	0.9138422
ENSMUSG00000029368	0.3528407	-0.00313988	0.15371657	0.5618286	NA
ENSMUSG00000029369	0.441446	0.0003249232	0.15135291	0.9551392	NA
ENSMUSG00000029370	2.392552	-0.00354	0.14392914	0.7990606	NA
ENSMUSG00000029371	0.9826722	-0.003986677	0.14682468	0.7016204	NA
ENSMUSG00000029372	0.7670558	-0.005407642	0.14561138	0.6584954	NA
ENSMUSG00000029373	1.843986	0.003003003	0.14428703	0.8216286	NA
ENSMUSG00000029375	0.06412521	-0.0002917655	0.15213364	0.9564838	NA
ENSMUSG00000029376	115.0233	0.05404763	0.12312012	0.2709468	0.7459886
ENSMUSG00000029378	0.2074662	-0.003837424	0.15453767	0.4816606	NA
ENSMUSG00000029379	0.1281798	-0.001204369	0.15234912	0.822019	NA
ENSMUSG00000029380	0.239493	-0.002227036	0.15292736	0.6783091	NA
ENSMUSG00000029381	22.98225	-0.03975262	0.1503997	0.130037	0.6116305
ENSMUSG00000029384	2.758034	-0.01775606	0.14667963	0.2963565	NA
ENSMUSG00000029385	374.3706	-0.005415368	0.10662991	0.9269121	0.9892977
ENSMUSG00000029386	114.0704	0.04439069	0.11897665	0.3845226	0.8116207
ENSMUSG00000029387	118.0763	0.02513644	0.11943526	0.6065306	0.909172
ENSMUSG00000029388	113.472	0.05971053	0.11624196	0.2747958	0.7478633
ENSMUSG00000029389	137.6518	0.04789134	0.10146352	0.4388373	0.842544
