gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000029074	0.4870325	-0.0002699005	0.07581911	0.8384938	NA
ENSMUSG00000029075	5.888375	-0.005709036	0.07024513	0.2545884	NA
ENSMUSG00000029076	1123.373	-0.01169662	0.0518609	0.5293049	0.9833475
ENSMUSG00000029082	1.304009	0.003902067	0.07210517	0.1948052	NA
ENSMUSG00000029084	16.5173	0.01502045	0.07181353	0.1265283	0.8684816
ENSMUSG00000029086	109.4548	-0.005299478	0.06349455	0.7058111	0.9945077
ENSMUSG00000029088	342.0257	-0.003274698	0.04664895	0.8522247	0.9967687
ENSMUSG00000029089	126.2195	-0.01111236	0.0652464	0.4454434	0.9784469
ENSMUSG00000029090	121.7518	0.01764709	0.07330155	0.0818068	0.8159581
ENSMUSG00000029092	0.05703331	-0.0002856722	0.07590594	0.8289884	NA
ENSMUSG00000029093	546.6992	-0.06556499	0.08866503	0.02992879	0.6903854
ENSMUSG00000029094	148.4349	-0.01042624	0.0674148	0.3975498	0.975772
ENSMUSG00000029095	1225.965	-0.01420068	0.06220401	0.414754	0.975772
ENSMUSG00000029096	19.59216	0.0006955162	0.06817123	0.9287996	0.9983069
ENSMUSG00000029097	52.10316	0.01506692	0.06501155	0.3582094	0.9678929
ENSMUSG00000029098	193.2187	-0.01619664	0.06272682	0.3660117	0.9705954
ENSMUSG00000029101	413.1549	-0.009435038	0.06276011	0.5449393	0.9837023
ENSMUSG00000029102	2.201826	-0.0007287566	0.07024778	0.7919721	NA
ENSMUSG00000029103	1007.106	0.07294432	0.0891845	0.02491649	0.6621112
ENSMUSG00000029104	2075.345	-0.01894472	0.06187268	0.3226746	0.9584649
ENSMUSG00000029106	2418.286	-0.002762145	0.05202746	0.8757941	0.9970857
ENSMUSG00000029108	1258.254	0.03086575	0.07446526	0.1135969	0.8593977
ENSMUSG00000029110	591.5478	-0.006785785	0.05672942	0.695629	0.9945077
ENSMUSG00000029111	128.1093	-0.007821807	0.0594541	0.639708	0.9918021
ENSMUSG00000029112	0.04273247	-0.0002856722	0.07590594	0.8289884	NA
ENSMUSG00000029119	128.2364	0.01782709	0.06253846	0.3371497	0.9632002
ENSMUSG00000029120	2909.603	0.01459487	0.05486153	0.4433499	0.9784469
ENSMUSG00000029121	647.5081	0.02781794	0.06915439	0.1732762	0.8976294
ENSMUSG00000029122	39.04797	0.003960435	0.06670707	0.7095897	0.9945077
ENSMUSG00000029123	14.98083	0.007782666	0.07060664	0.1767722	0.8976294
ENSMUSG00000029125	122.8781	-0.01598104	0.06480165	0.344549	0.9656154
ENSMUSG00000029126	1855.406	-0.01979845	0.06509087	0.2823047	0.946618
ENSMUSG00000029127	99.36255	-0.002448637	0.06086522	0.8726901	0.9970857
ENSMUSG00000029128	344.0069	-0.0003566378	0.04943722	0.9839079	0.9984528
ENSMUSG00000029130	101.389	-0.004656073	0.06277942	0.7467077	0.9953725
ENSMUSG00000029131	655.8381	-0.0030333	0.05223328	0.8637035	0.9968315
ENSMUSG00000029134	3.4967	0.005727918	0.07059518	0.2087719	NA
ENSMUSG00000029135	146.647	0.01033357	0.06297602	0.5116036	0.9833475
ENSMUSG00000029136	12.21004	-0.009672743	0.0706457	0.1723631	0.8976294
ENSMUSG00000029138	0.5069314	-0.001475682	0.07620911	0.3753661	NA
ENSMUSG00000029141	203.3835	0.01380234	0.06293329	0.4157487	0.975772
ENSMUSG00000029145	135.7006	0.02230244	0.0720321	0.1513703	0.8817938
ENSMUSG00000029146	367.2242	0.01866245	0.06009019	0.3374303	0.9632002
ENSMUSG00000029147	196.6781	0.002408387	0.05955427	0.879643	0.9974355
ENSMUSG00000029148	333.3363	0.004115443	0.0550228	0.8129417	0.9959254
ENSMUSG00000029149	7.156558	0.003999189	0.06944126	0.4864106	NA
ENSMUSG00000029151	48.16969	-0.003747324	0.07012397	0.3649527	0.9703164
ENSMUSG00000029152	1439.437	0.009861619	0.05198131	0.5908237	0.9899008
ENSMUSG00000029153	312.2831	0.01017558	0.06586804	0.4570574	0.9833475
ENSMUSG00000029154	3.461154	-0.004904807	0.07070649	0.2245609	NA
ENSMUSG00000029155	2.746794	0.001127867	0.06984725	0.7550078	NA
ENSMUSG00000029156	350.3463	-0.0005552449	0.05172091	0.9748769	0.9983069
ENSMUSG00000029158	0.1376689	-0.0001854988	0.0756716	0.8883225	NA
ENSMUSG00000029161	110.661	0.008575023	0.06273173	0.5764602	0.9892007
ENSMUSG00000029162	24.22751	0.003468816	0.06664519	0.7435577	0.9953725
ENSMUSG00000029163	13.76373	0.004025026	0.06971298	0.4301585	0.975772
ENSMUSG00000029165	119.1992	-0.01150378	0.06486973	0.4428311	0.9784469
ENSMUSG00000029166	418.6187	-0.003196219	0.06424763	0.8068001	0.9959254
ENSMUSG00000029167	240.4479	0.00649655	0.05644759	0.7083681	0.9945077
ENSMUSG00000029168	195.9531	-0.007537827	0.06758008	0.4827995	0.9833475
ENSMUSG00000029169	852.6399	-0.01884454	0.05479972	0.3428689	0.9656154
ENSMUSG00000029171	37.12859	0.005790154	0.06669147	0.6043675	0.9907391
ENSMUSG00000029173	184.7518	-0.01910128	0.06558312	0.2857727	0.9483931
ENSMUSG00000029174	132.7981	0.02978941	0.07825312	0.05930176	0.791842
ENSMUSG00000029175	189.7417	-0.0007858903	0.0577827	0.9620278	0.9983069
ENSMUSG00000029176	392.7859	-0.004704753	0.05652261	0.783577	0.9959254
ENSMUSG00000029177	5.103701	0.006734537	0.07010717	0.2543244	NA
ENSMUSG00000029178	178.0635	0.01141838	0.06093224	0.5026479	0.9833475
ENSMUSG00000029179	107.9892	0.008436994	0.06383825	0.5636251	0.9863285
ENSMUSG00000029182	0.4151627	0.0001283299	0.07259224	0.9353917	NA
ENSMUSG00000029185	27.84102	0.002199911	0.06840964	0.7694667	0.995925
ENSMUSG00000029186	22.7131	0.01032219	0.07021556	0.2179472	0.9202046
ENSMUSG00000029188	0.04395546	0	0.07553484	1	NA
ENSMUSG00000029189	112.0491	-0.007480244	0.06471606	0.5839432	0.9892007
ENSMUSG00000029190	1378.608	-0.02306868	0.06216438	0.2595405	0.9407565
ENSMUSG00000029191	309.5138	0.05835072	0.08152897	0.04617124	0.7439823
ENSMUSG00000029192	454.7434	-0.001212647	0.06333189	0.9290742	0.9983069
ENSMUSG00000029193	2.330757	0.001825775	0.07022726	0.5605691	NA
ENSMUSG00000029195	2.316705	0.002393823	0.07139144	0.3563542	NA
ENSMUSG00000029196	221.752	-0.00909846	0.05942051	0.592392	0.9901672
ENSMUSG00000029198	212.711	0.009142849	0.05798787	0.6001337	0.9904967
ENSMUSG00000029199	161.932	-0.006128108	0.0527262	0.7316348	0.9947426
ENSMUSG00000029201	133.7309	0.02873766	0.07461133	0.1112834	0.8565215
ENSMUSG00000029202	815.421	-0.01613453	0.0610788	0.3816218	0.9751418
ENSMUSG00000029203	696.0632	-0.02111393	0.05985957	0.2958706	0.9540687
ENSMUSG00000029204	9.695368	-0.0004571277	0.06784861	0.9564709	0.9983069
ENSMUSG00000029206	104.6406	0.00159922	0.0646772	0.8982566	0.9983069
ENSMUSG00000029207	522.8063	0.007901969	0.05921695	0.63832	0.9918021
ENSMUSG00000029208	525.3328	0.009486595	0.05046368	0.6037161	0.9907391
ENSMUSG00000029209	165.0361	-0.02638613	0.07576063	0.08472441	0.8171523
ENSMUSG00000029211	1342.792	-0.02009187	0.06605855	0.2675742	0.9418056
ENSMUSG00000029212	1879.643	-0.01180636	0.05850985	0.5095961	0.9833475
ENSMUSG00000029213	290.5561	-0.005944116	0.05993035	0.7131818	0.9945077
ENSMUSG00000029217	17.1332	-0.006407513	0.06844347	0.4740326	0.9833475
ENSMUSG00000029219	69.81895	-0.01122395	0.06359251	0.4744858	0.9833475
ENSMUSG00000029221	1172.768	0.01297016	0.0538825	0.4897379	0.9833475
ENSMUSG00000029223	1855.545	0.06521445	0.08762726	0.03158698	0.6931053
ENSMUSG00000029227	597.5916	-0.001094191	0.04640704	0.950167	0.9983069
ENSMUSG00000029228	72.49842	0.01721891	0.07001448	0.2121441	0.9183453
ENSMUSG00000029229	193.5394	-0.0002192445	0.06558969	0.9848093	0.9984528
ENSMUSG00000029231	614.1039	0.03594427	0.06861232	0.1302631	0.8723284
ENSMUSG00000029233	59.82675	-0.004571649	0.06074341	0.7692145	0.995925
ENSMUSG00000029234	170.1203	-0.008585127	0.06160069	0.5907011	0.98989
ENSMUSG00000029236	0.4093514	0.000339998	0.07601666	0.7976852	NA
ENSMUSG00000029238	1197.495	-0.06905158	0.08567107	0.03059417	0.6919183
ENSMUSG00000029245	679.7896	-0.004662476	0.05898894	0.775649	0.9959254
ENSMUSG00000029246	140.9753	-0.003327812	0.05486553	0.847981	0.9965697
ENSMUSG00000029247	620.4203	-0.003898534	0.05693414	0.8180151	0.9959254
ENSMUSG00000029248	2.323524	0.002389688	0.06982133	0.5593441	NA
ENSMUSG00000029249	82.05239	0.02552672	0.07150966	0.1573044	0.887374
ENSMUSG00000029250	621.6521	-0.0615532	0.08921224	0.03069664	0.6919183
ENSMUSG00000029253	290.5987	-0.02600622	0.06512473	0.2131179	0.9183453
ENSMUSG00000029254	1.225918	0.001609613	0.0739644	0.385934	NA
ENSMUSG00000029263	165.7572	0.01468098	0.05865056	0.4300701	0.975772
ENSMUSG00000029265	210.5928	-0.003783941	0.05398118	0.8291143	0.9959254
ENSMUSG00000029267	551.2959	-0.003074413	0.05494764	0.8591786	0.9968315
ENSMUSG00000029270	205.8078	0.002790815	0.06220247	0.847747	0.9965697
ENSMUSG00000029275	0.02967808	0.0001548251	0.07564309	0.9065953	NA
ENSMUSG00000029276	82.83578	-0.003930558	0.06270991	0.7840952	0.9959254
ENSMUSG00000029279	75.818	-0.01738464	0.06965734	0.2225044	0.9248034
ENSMUSG00000029280	0.02967808	0.0001548251	0.07564309	0.9065953	NA
ENSMUSG00000029283	164.5935	0.02183503	0.06782697	0.2276445	0.9293765
ENSMUSG00000029287	172.0115	-0.01107043	0.06646627	0.4141692	0.975772
ENSMUSG00000029290	212.9863	-0.0135548	0.06837861	0.2993305	0.9540687
ENSMUSG00000029291	1498.376	0.02300014	0.05871395	0.2682601	0.9418056
ENSMUSG00000029298	30.1824	-0.00982611	0.06916499	0.31373	0.9564488
ENSMUSG00000029299	3.047225	-0.003301708	0.06978973	0.4695591	NA
ENSMUSG00000029304	22.44974	0.006654954	0.06862955	0.4473275	0.9788335
ENSMUSG00000029306	0.2478284	2.688622e-05	0.07527557	0.983893	NA
ENSMUSG00000029307	6.616618	0.006188123	0.0693631	0.3839808	NA
ENSMUSG00000029309	6266.822	0.08052311	0.10117057	0.01106767	0.5890156
ENSMUSG00000029310	193.5611	0.009141718	0.06146629	0.5719011	0.9887835
ENSMUSG00000029311	108.0052	-0.01898879	0.0733587	0.09462255	0.8261421
ENSMUSG00000029312	241.398	0.003492809	0.05419462	0.8416278	0.9959254
ENSMUSG00000029313	204.2739	-0.01868598	0.07097804	0.1785782	0.8976294
ENSMUSG00000029314	65.50241	-0.005768301	0.06763828	0.5610956	0.9863285
ENSMUSG00000029319	324.5077	0.03254606	0.06908364	0.1472961	0.8817938
ENSMUSG00000029320	0.2218659	-0.0005297566	0.07676898	0.691663	NA
ENSMUSG00000029321	0.04395546	0	0.07553484	1	NA
ENSMUSG00000029322	0.5084542	-0.0009855473	0.07340757	0.5577403	NA
ENSMUSG00000029326	262.8849	0.01853976	0.05841207	0.3457649	0.9662251
ENSMUSG00000029328	1405.286	-0.004840405	0.05000355	0.7862127	0.9959254
ENSMUSG00000029330	314.1822	-0.007931331	0.06390985	0.5819784	0.9892007
ENSMUSG00000029331	0.2215395	0	0.07553484	1	NA
ENSMUSG00000029333	391.2708	-0.008234423	0.06185464	0.6009696	0.9906752
ENSMUSG00000029334	119.7705	-0.01256138	0.06409149	0.4294505	0.975772
ENSMUSG00000029335	23.47665	-0.003476587	0.06898991	0.5986754	0.9903903
ENSMUSG00000029337	1.067292	-0.0001631936	0.07114802	0.9337997	NA
ENSMUSG00000029338	11.67574	0.01317598	0.0730361	0.05198767	0.764455
ENSMUSG00000029343	18.06496	0.009374398	0.06842393	0.374109	0.9713391
ENSMUSG00000029344	111.0501	-0.03326964	0.07485451	0.1080149	0.8531685
ENSMUSG00000029345	214.2476	0.007933013	0.05930301	0.6365145	0.9918021
ENSMUSG00000029346	75.12303	0.0401322	0.08492191	0.0298208	0.6903854
ENSMUSG00000029348	692.5705	-0.0197137	0.05457974	0.3247704	0.9585301
ENSMUSG00000029352	1.19513	-0.0002375028	0.07040513	0.9240194	NA
ENSMUSG00000029359	285.4214	0.00469253	0.06240408	0.7490003	0.9953725
ENSMUSG00000029360	32.60441	-0.002049045	0.0680602	0.8016525	0.9959254
ENSMUSG00000029361	471.0279	-0.01157833	0.06679831	0.3911194	0.9751418
ENSMUSG00000029363	85.21027	-0.0100675	0.06739804	0.4077848	0.975772
ENSMUSG00000029364	1038.035	0.02942565	0.06479744	0.1834584	0.8976294
ENSMUSG00000029366	104.4858	-0.003323132	0.05932314	0.8362608	0.9959254
ENSMUSG00000029368	0.3528407	0	0.07553484	1	NA
ENSMUSG00000029369	0.441446	-0.0004590072	0.07468653	0.7466307	NA
ENSMUSG00000029370	2.392552	-0.0001859425	0.06990212	0.9555592	NA
ENSMUSG00000029371	0.9826722	0.0009305863	0.07075187	0.6903906	NA
ENSMUSG00000029372	0.7670558	-0.0002774367	0.07012505	0.9233421	NA
ENSMUSG00000029373	1.843986	0.001838777	0.07020658	0.5618653	NA
ENSMUSG00000029375	0.06412521	0.0001548251	0.07564309	0.9065953	NA
ENSMUSG00000029376	115.0233	-0.006903131	0.06415309	0.6203102	0.9918021
ENSMUSG00000029378	0.2074662	0	0.07553484	1	NA
ENSMUSG00000029379	0.1281798	-6.062365e-05	0.07555139	0.9633256	NA
ENSMUSG00000029380	0.239493	-0.0005839861	0.07708901	0.6624773	NA
ENSMUSG00000029381	22.98225	-0.006051788	0.06966682	0.3423926	0.9656154
ENSMUSG00000029384	2.758034	-0.009033812	0.07558898	0.0400394	NA
ENSMUSG00000029385	374.3706	-0.008502758	0.05837056	0.6211646	0.9918021
ENSMUSG00000029386	114.0704	0.00883975	0.06379557	0.5493719	0.9842743
ENSMUSG00000029387	118.0763	-0.003778699	0.06330101	0.7858486	0.9959254
ENSMUSG00000029388	113.472	-0.000779975	0.06011926	0.9600453	0.9983069
ENSMUSG00000029389	137.6518	0.01714491	0.05969289	0.3689766	0.9710376
ENSMUSG00000029390	723.3727	-0.01280896	0.0646896	0.4126835	0.975772
ENSMUSG00000029392	137.0417	0.04329013	0.0866703	0.02666014	0.6813505
ENSMUSG00000029394	147.7577	0.01830211	0.0669679	0.2754625	0.9418056
ENSMUSG00000029397	177.9232	0.01624814	0.05872449	0.3927287	0.9751418
ENSMUSG00000029401	54.61058	-0.008616796	0.06587293	0.5090986	0.9833475
ENSMUSG00000029402	24.58183	0.006930338	0.06810962	0.4760573	0.9833475
ENSMUSG00000029403	239.6518	0.006020681	0.05529409	0.7313827	0.9947426
ENSMUSG00000029404	88.68155	0.01998938	0.06945941	0.2133739	0.9185453
ENSMUSG00000029405	2213.528	0.004239409	0.04118575	0.7992635	0.9959254
ENSMUSG00000029406	1783.307	-0.03147499	0.07641541	0.09140394	0.8261421
ENSMUSG00000029407	374.7821	-0.03594323	0.076302	0.0940578	0.8261421
ENSMUSG00000029408	280.7085	-0.0002017287	0.06160869	0.9890975	0.9987246
ENSMUSG00000029410	8.262701	0.007405171	0.0694405	0.3364779	NA
ENSMUSG00000029413	199.7379	-0.01368257	0.06297901	0.4180391	0.975772
ENSMUSG00000029414	9.2979	-0.002989905	0.06978821	0.4992533	NA
ENSMUSG00000029415	177.8465	-0.0196475	0.06369319	0.2978446	0.9540687
ENSMUSG00000029416	158.9387	-0.003988509	0.0623686	0.7843947	0.9959254
ENSMUSG00000029419	445.3227	0.006118592	0.06459995	0.6471019	0.9918021
ENSMUSG00000029420	616.4804	-0.002610486	0.05802804	0.8743341	0.9970857
ENSMUSG00000029422	605.1975	0.00712355	0.05460621	0.6887735	0.993727
ENSMUSG00000029423	0.6158855	0.002110578	0.07935048	0.2373756	NA
ENSMUSG00000029426	1240.323	0.02029015	0.05723403	0.3145566	0.9564488
ENSMUSG00000029427	203.4904	0.0115108	0.06642221	0.4042155	0.975772
ENSMUSG00000029428	129.7686	0.003237368	0.06335759	0.8143794	0.9959254
ENSMUSG00000029430	1050.258	-0.0240117	0.05980048	0.2525862	0.9373433
ENSMUSG00000029431	3.712045	-4.256858e-05	0.06930238	0.9932766	NA
ENSMUSG00000029432	531.6444	-0.03294756	0.06940679	0.1437982	0.8817938
ENSMUSG00000029433	193.6097	-0.03108184	0.07191128	0.1370584	0.8798818
ENSMUSG00000029434	737.6516	-0.02471956	0.06625898	0.218168	0.9202262
ENSMUSG00000029436	682.46	0.004039549	0.0586369	0.8056446	0.9959254
ENSMUSG00000029437	0.1870575	-0.0008666708	0.07878708	0.5266269	NA
ENSMUSG00000029438	371.9603	0.01027765	0.05855313	0.5577066	0.9860567
ENSMUSG00000029439	494.8698	0.01066542	0.05751607	0.5507204	0.9849864
ENSMUSG00000029440	160.5983	-0.0145453	0.06141777	0.4143519	0.975772
ENSMUSG00000029442	19.35736	0.00640397	0.069434	0.3663621	0.9705954
ENSMUSG00000029445	0.1215616	0	0.07553484	1	NA
ENSMUSG00000029446	87.5375	-0.02279316	0.0732785	0.1229294	0.8633065
ENSMUSG00000029447	868.6261	0.01597001	0.0601072	0.3917527	0.9751418
ENSMUSG00000029449	140.0078	0.02913154	0.07268912	0.1349468	0.875389
ENSMUSG00000029452	17.83013	0.006077504	0.06790338	0.5291398	0.9833475
ENSMUSG00000029454	171.4437	0.009890238	0.06050291	0.5557159	0.9860567
ENSMUSG00000029455	334.4005	-0.003979682	0.05775833	0.8117476	0.9959254
ENSMUSG00000029456	32.02151	0.009965267	0.0700123	0.2387744	0.9345905
ENSMUSG00000029458	414.9452	-0.0008464434	0.04928371	0.961822	0.9983069
ENSMUSG00000029461	1646.387	-0.039555	0.07484914	0.09641199	0.8326795
ENSMUSG00000029462	510.3132	-0.01512825	0.06455213	0.3643416	0.9702046
ENSMUSG00000029463	257.8226	-0.002271402	0.05847796	0.8893451	0.9983069
ENSMUSG00000029464	93.20176	-0.02131471	0.06837423	0.2239929	0.9249078
ENSMUSG00000029465	364.2551	-0.006095598	0.05602783	0.7261835	0.9945077
ENSMUSG00000029466	160.6734	0.01607422	0.06507496	0.3387657	0.9638603
ENSMUSG00000029467	4517.105	0.01406475	0.05597362	0.4556482	0.9833475
ENSMUSG00000029468	74.15673	0.00433176	0.06335035	0.7563403	0.9955379
ENSMUSG00000029469	236.9845	0.02776667	0.07477804	0.1073409	0.8526132
ENSMUSG00000029470	64.20499	-0.002818393	0.06491095	0.8204129	0.9959254
ENSMUSG00000029471	1020.487	-0.009569352	0.06020972	0.5693718	0.9876182
ENSMUSG00000029472	1296.854	0.00820181	0.04335467	0.634508	0.9918021
ENSMUSG00000029474	467.1184	-0.01283313	0.06646277	0.3726407	0.9710376
ENSMUSG00000029475	130.9555	-0.005871046	0.06016686	0.7146186	0.9945077
ENSMUSG00000029477	0.750375	0.001072625	0.07113032	0.6231876	NA
ENSMUSG00000029478	411.1411	-0.007719019	0.06879906	0.3934918	0.9751418
ENSMUSG00000029480	104.6252	0.01668473	0.07217163	0.1235366	0.8633065
ENSMUSG00000029482	186.9808	-0.03420774	0.07337094	0.1175554	0.8633065
ENSMUSG00000029484	61.88679	0.002899538	0.06254986	0.8395469	0.9959254
ENSMUSG00000029486	153.4187	0.009324598	0.05879614	0.5887671	0.9896511
ENSMUSG00000029490	2.008233	-0.0009216227	0.06956671	0.8318729	NA
ENSMUSG00000029491	5.451445	0.002227129	0.06979253	0.5867387	NA
ENSMUSG00000029499	16.7367	-0.008615274	0.06912079	0.3410392	0.9656154
ENSMUSG00000029500	248.0824	0.005827844	0.06017157	0.7164687	0.9945077
ENSMUSG00000029501	493.5082	-0.00645451	0.05906512	0.6973606	0.9945077
ENSMUSG00000029502	551.3443	0.02118929	0.06439955	0.27078	0.9418056
ENSMUSG00000029503	0.3122659	-0.0002875081	0.07591077	0.8279137	NA
ENSMUSG00000029504	122.0034	0.005322299	0.06729268	0.6035987	0.9907391
ENSMUSG00000029505	1090.473	-0.002470478	0.06231793	0.8640684	0.9968315
ENSMUSG00000029507	51.06624	-0.00393636	0.06366991	0.7731154	0.9959254
ENSMUSG00000029510	10.40569	0.007423	0.06952449	0.325645	0.9593641
ENSMUSG00000029512	268.8097	0.00592808	0.06544706	0.6367311	0.9918021
ENSMUSG00000029513	65.13786	-0.003809268	0.06302171	0.7872298	0.9959254
ENSMUSG00000029516	851.7194	-0.004187919	0.06297158	0.7681572	0.9958846
ENSMUSG00000029517	0.2981196	-0.0007114333	0.07754362	0.6001867	NA
ENSMUSG00000029518	332.3432	-0.00182055	0.06152617	0.9025501	0.9983069
ENSMUSG00000029521	6.28984	-0.005217078	0.07005327	0.3018726	NA
ENSMUSG00000029524	49.13622	0.001469285	0.06533456	0.9012845	0.9983069
ENSMUSG00000029526	0.04345354	-0.0002856722	0.07590594	0.8289884	NA
ENSMUSG00000029528	113.9563	0.01034233	0.06446048	0.4854372	0.9833475
ENSMUSG00000029530	0.9992046	0.003378356	0.07190119	0.2356556	NA
ENSMUSG00000029534	185.5062	-0.03321378	0.07617369	0.09575208	0.8302333
ENSMUSG00000029535	50.92911	0.005642709	0.06399816	0.681189	0.9926557
ENSMUSG00000029536	82.22413	0.02404266	0.07206924	0.1504908	0.8817938
ENSMUSG00000029538	168.4595	0.005469563	0.0573886	0.7475227	0.9953725
ENSMUSG00000029544	224.9166	-0.008556948	0.06656857	0.4883675	0.9833475
ENSMUSG00000029545	37.46035	0.02270916	0.073895	0.1068093	0.8526132
ENSMUSG00000029546	0.6602473	-0.0007944738	0.07444954	0.6031128	NA
ENSMUSG00000029547	692.3546	0.01150784	0.06526723	0.4340625	0.9768731
ENSMUSG00000029550	371.9454	0.003722423	0.05481053	0.8305795	0.9959254
ENSMUSG00000029551	47.64461	0.00958796	0.06809761	0.387429	0.9751418
ENSMUSG00000029552	5.852696	-0.0002298967	0.06916973	0.9662459	NA
ENSMUSG00000029553	0.4430791	0	0.07553484	1	NA
ENSMUSG00000029554	94.01987	0.02491174	0.07192879	0.1520548	0.8817938
ENSMUSG00000029557	48.94415	-0.005156665	0.06263964	0.7239068	0.9945077
ENSMUSG00000029559	390.4194	-0.003015238	0.05655175	0.8589945	0.9968315
ENSMUSG00000029560	50.99282	0.004445185	0.06728956	0.6559584	0.9918021
ENSMUSG00000029561	11.1512	-0.003256044	0.06932285	0.5686238	0.9876182
ENSMUSG00000029563	842.3648	-0.04528253	0.08803538	0.02331636	0.6581891
ENSMUSG00000029564	0.02967808	0.0001548251	0.07564309	0.9065953	NA
ENSMUSG00000029569	200.3149	0.005861252	0.06294751	0.6868301	0.9934974
ENSMUSG00000029570	112.2901	-0.004711935	0.06606076	0.684365	0.9929024
ENSMUSG00000029571	1830.897	-0.06119126	0.08901841	0.0311988	0.6931053
ENSMUSG00000029575	137.4123	0.03096558	0.07607949	0.09473843	0.8261421
ENSMUSG00000029576	128.2226	0.002068943	0.06624453	0.8490986	0.9965697
ENSMUSG00000029577	545.3321	-0.01143091	0.05857749	0.5206305	0.9833475
ENSMUSG00000029578	837.0524	0.0203376	0.05396092	0.3112852	0.9559745
ENSMUSG00000029580	10513.18	-0.003604541	0.04498683	0.8357364	0.9959254
ENSMUSG00000029581	596.9509	-0.006545553	0.06177385	0.6706637	0.9925851
ENSMUSG00000029586	2.135582	0.0001746381	0.07093756	0.9327442	NA
ENSMUSG00000029587	271.7355	-0.002353482	0.05494934	0.8917128	0.9983069
ENSMUSG00000029591	10.14561	0.003082102	0.06825184	0.7009291	0.9945077
ENSMUSG00000029592	328.1905	0.001677084	0.05245626	0.9240758	0.9983069
ENSMUSG00000029594	86.7923	-0.02112997	0.06826828	0.2270346	0.9281599
ENSMUSG00000029595	1.158791	0.002925742	0.07402952	0.2140263	NA
ENSMUSG00000029596	9.174819	-0.009588134	0.07070104	0.1661957	NA
ENSMUSG00000029597	0.6752857	0.001342689	0.07108802	0.5588152	NA
ENSMUSG00000029598	199.3334	-0.003998102	0.06275187	0.7802076	0.9959254
ENSMUSG00000029599	211.0282	0.01356684	0.06390797	0.4077987	0.975772
ENSMUSG00000029600	61.42264	0.00698955	0.06499537	0.5985314	0.9903903
ENSMUSG00000029601	3.045971	-0.002007912	0.06994213	0.5854797	NA
ENSMUSG00000029602	525.6455	0.04909568	0.08519051	0.04320306	0.7310481
ENSMUSG00000029603	400.1258	0.0260456	0.06538765	0.2114049	0.9182633
ENSMUSG00000029605	1.666285	0.002347346	0.0700283	0.5203945	NA
ENSMUSG00000029607	1.264996	0.001544615	0.07094314	0.5267665	NA
ENSMUSG00000029608	470.0541	-0.003962981	0.05825538	0.8106892	0.9959254
ENSMUSG00000029610	61.40249	-0.01175848	0.06456179	0.4420726	0.9784469
ENSMUSG00000029613	312.7265	0.00592201	0.05729113	0.7287791	0.9945077
ENSMUSG00000029614	1626.863	-0.002596106	0.05053118	0.883569	0.9976529
ENSMUSG00000029616	316.7184	0.01765907	0.06499559	0.3138981	0.9564488
ENSMUSG00000029617	192.0065	0.007938705	0.0532982	0.6597598	0.9925851
ENSMUSG00000029618	0.127299	-0.0003408891	0.07606541	0.7968759	NA
ENSMUSG00000029621	969.5839	-0.003700738	0.04412451	0.8301464	0.9959254
ENSMUSG00000029622	86.76	-0.004058436	0.06349263	0.7688334	0.9958846
ENSMUSG00000029623	236.1797	0.01939313	0.06854146	0.235953	0.9338031
ENSMUSG00000029624	267.9628	-0.0162314	0.06381852	0.3532017	0.9678929
ENSMUSG00000029625	142.6784	-0.001617717	0.06231914	0.9103343	0.9983069
ENSMUSG00000029627	75.1437	-0.0001167456	0.06349207	0.9930842	0.9994231
ENSMUSG00000029629	465.789	-0.03675682	0.07617992	0.09421997	0.8261421
ENSMUSG00000029632	773.3806	-0.01158752	0.05926772	0.5113462	0.9833475
ENSMUSG00000029633	3.362193	0.003424368	0.06995539	0.4229454	NA
ENSMUSG00000029634	448.9687	0.01079391	0.05453758	0.5565265	0.9860567
ENSMUSG00000029635	312.4508	-0.01254502	0.0589251	0.4854322	0.9833475
ENSMUSG00000029636	590.6835	0.01166816	0.05936865	0.5081979	0.9833475
ENSMUSG00000029638	568.2506	-0.01161988	0.06483451	0.4403885	0.9782461
ENSMUSG00000029640	412.8895	-0.008091044	0.06167268	0.6086375	0.9907391
ENSMUSG00000029641	8.850979	0.0009741118	0.06848539	0.8917936	NA
ENSMUSG00000029642	190.1925	0.002480382	0.05762847	0.8814209	0.9975021
ENSMUSG00000029647	510.3923	-0.0319575	0.07774137	0.07592131	0.8078312
ENSMUSG00000029648	327.0479	0.008225553	0.06328471	0.5812858	0.9892007
ENSMUSG00000029649	338.2343	0.0034596	0.06056465	0.823718	0.9959254
ENSMUSG00000029650	45.85866	-0.002635428	0.06703764	0.7903242	0.9959254
ENSMUSG00000029651	463.4484	0.009177109	0.06218768	0.5619124	0.9863285
ENSMUSG00000029655	888.8559	4.087601e-05	0.04429433	0.9981072	0.9999245
ENSMUSG00000029656	0.6978625	-0.001478288	0.07212111	0.4699985	NA
ENSMUSG00000029657	1458.141	0.001364876	0.04939481	0.9385097	0.9983069
ENSMUSG00000029658	5.094716	0.001796363	0.07000265	0.6061649	NA
ENSMUSG00000029659	16.99479	0.006752506	0.06941537	0.3577236	0.9678929
ENSMUSG00000029660	2.171344	0.003597883	0.07123779	0.2533116	NA
